Xn,Yn,Isyn1,WWx,Ax,Dx,RMtrx,Prelx,Inhx,time
0.18843145396827532,0.07080655489253693,6.700076946649278e-06,6.804110801283581e-05,0.007134100694425343,7.784905733086218e-07,0.26486510435116617,0.006945959942243007,0.0005510154696489191,13695000
0.18725520497751785,0.07009848934361154,6.684249494292573e-06,6.804110805520673e-05,0.007062759687481088,7.395660446432772e-07,0.26489394159028823,0.007145388190987645,0.0005476418880482846,13705000
0.1860836378211787,0.06939750445017542,6.668263247914217e-06,6.804110809622392e-05,0.006992132090606276,7.025877424111998e-07,0.26492270673631246,0.007346579018001398,0.0005442809068263062,13715000
0.18491677648746863,0.06870352940567365,6.652121019492496e-06,6.804110813590818e-05,0.006922210769700211,6.674583552907263e-07,0.2649513999694716,0.007549546423723852,0.000540932608460658,13725000
0.18375464401665065,0.0680164941116169,6.635825600112286e-06,6.804110817428213e-05,0.006852988662003208,6.340854375262764e-07,0.2649800214695478,0.007754304561579883,0.0005375970725552625,13735000
0.18259726251760028,0.0673363291705007,6.6193797599070194e-06,6.804110821136993e-05,0.0067844587753831745,6.02381165650049e-07,0.26500857141587386,0.007960867739170707,0.0005342743758890703,13745000
0.18144465318412922,0.06666296587879567,6.602786248005859e-06,6.804110824719703e-05,0.006716614187629342,5.722621073676329e-07,0.26503704998733413,0.008169250419482244,0.0005309645924641583,13755000
0.18029683631107585,0.0659963362200077,6.586047792485958e-06,6.804110828179002e-05,0.006649448045753048,5.436490019993377e-07,0.26506545736236575,0.008379467222112913,0.0005276677935531528,13765000
0.1791538313101651,0.0653363728578076,6.569167100329681e-06,6.804110831517635e-05,0.006582953565295516,5.164665518994572e-07,0.2650937937189598,0.008591532924519085,0.0005243840477459876,13775000
0.17801565672564146,0.06468300912922953,6.552146857386676e-06,6.80411083473842e-05,0.00651712402964256,4.906432243045709e-07,0.26512205923466237,0.008805462463277958,0.000521113420996006,13785000
0.1768823302496773,0.06403617903793721,6.534989728340689e-06,6.804110837844228e-05,0.006451952789346134,4.6611106308942897e-07,0.26515025408657567,0.009021270935368642,0.000517855976665413,13795000
0.17575386873755988,0.06339581724755783,6.517698356681005e-06,6.804110840837973e-05,0.006387433261452672,4.428055099350442e-07,0.26517837845135916,0.009238973599468125,0.0005146117755700885,13805000
0.1746302882226598,0.06276185907508225,6.5002753646784135e-06,6.804110843722599e-05,0.0063235589288381435,4.2066523443837866e-07,0.2652064325052307,0.009458585877264558,0.0005113808760237681,13815000
0.17351160393118398,0.062134240484331416,6.48272335336559e-06,6.80411084650106e-05,0.0062603233395497615,3.9963197271654635e-07,0.2652344164239675,0.009680123354785408,0.0005081633338815997,13825000
0.1723978302967154,0.06151289807948809,6.465044902521787e-06,6.804110849176315e-05,0.006197720106154263,3.796503740808057e-07,0.2652623303829075,0.009903601783740057,0.0005049592025830848,13835000
0.1712889809745431,0.06089776909869321,6.447242570661734e-06,6.804110851751325e-05,0.006135742905092719,3.60667855376852e-07,0.26529017455695014,0.010121596235287522,0.0005017685331944119,13845000
0.17018506885578455,0.060288791407706266,6.429318895028653e-06,6.80411085422903e-05,0.006074385476041791,3.4263446260809605e-07,0.26531794912055773,0.010350463014949352,0.0004985913744501886,13855000
0.1690861060813037,0.05968590349362919,6.411276391591279e-06,6.804110856610608e-05,0.006013641621281372,3.255027394777779e-07,0.26534565424775625,0.010581039055886032,0.0004954277727945821,13865000
0.16799210405542692,0.059089044458692896,6.393117555044789e-06,6.804110858901129e-05,0.005953505205068557,3.092276025039757e-07,0.26537329011213673,0.010813393335443178,0.0004922777724218762,13875000
0.16690307345945948,0.05849815401410596,6.374844858813918e-06,6.804110861103352e-05,0.005893970153017871,2.9376622237886357e-07,0.26540085688685633,0.011047585410662308,0.0004891414153164474,13885000
0.1658190242650059,0.057913172473964894,6.356460755066766e-06,6.804110863220026e-05,0.005835030451487691,2.7907791126000706e-07,0.2654283547446391,0.011283667118475615,0.0004860187412921744,13895000
0.16473996574709543,0.05733404074922524,6.337967674721066e-06,6.804110865253873e-05,0.0057766801469728134,2.651240156970934e-07,0.26545578385777746,0.011521683985565523,0.000482909788031284,13905000
0.1636659064971167,0.056760700341732986,6.319368027462007e-06,6.804110867207581e-05,0.0057189133455030836,2.518678149123253e-07,0.2654831443981329,0.011761676395585452,0.00047981459112264135,13915000
0.16259685443556282,0.05619309333831565,6.300664201761333e-06,6.804110869083804e-05,0.005661724212048053,2.3927442416679567e-07,0.26551043653713746,0.01200368055395018,0.00047673318409949207,13925000
0.1615328168245903,0.05563116240493249,6.281858564899813e-06,6.804110870885146e-05,0.005605106969927571,2.2731070295854255e-07,0.2655376604457945,0.012247729284034836,0.0004736655984766638,13935000
0.16047380028039365,0.05507485078088316,6.262953462992981e-06,6.804110872614166e-05,0.005549055900228294,2.1594516781070208e-07,0.26556481629468,0.012493852683205242,0.00047061186378723316,13945000
0.15941981078539846,0.05452410227307432,6.24395122102009e-06,6.804110874273372e-05,0.00549356534122601,2.0514790942025364e-07,0.2655919042539432,0.012742078662514755,0.0004675720076186662,13955000
0.1583708537002752,0.05397886125034357,6.224854142856157e-06,6.804110875865214e-05,0.005438629687813749,1.9489051394932766e-07,0.26561892449330826,0.012992433390020097,0.0004645460556484376,13965000
0.15732693377577583,0.05343907263784013,6.2056645113070785e-06,6.804110877392085e-05,0.005384243390935611,1.8514598825194798e-07,0.2656458771820749,0.013244941654384279,0.0004615340316791373,13975000
0.15628805516439642,0.05290468191146172,6.18638458814766e-06,6.804110878856322e-05,0.005330400957026254,1.7588868883943726e-07,0.26567276248911964,0.013499627162670724,0.00045853595767306903,13985000
0.155254221431867,0.05237563509234709,6.167016614162551e-06,6.804110880260201e-05,0.005277096947455991,1.6709425439755208e-07,0.2656995805828968,0.013756512783902775,0.0004555518537863499,13995000
0.15422543556847174,0.05185187874142361,6.14756280918996e-06,6.804110881605937e-05,0.00522432597798143,1.5873954167776117e-07,0.26572633163143944,0.014015620748006996,0.00045258173840251456,14005000
0.15320170000020122,0.05133335995400937,6.1280253721681095e-06,6.804110882895688e-05,0.005172082718201616,1.5080256459395982e-07,0.26575301580236077,0.014276972808118682,0.00044962562816563316,14015000
0.15218301659973926,0.050820026354469264,6.108406481184326e-06,6.804110884131546e-05,0.005120361891019599,1.432624363643485e-07,0.2657796332628548,0.014540590372854711,0.00044668353801294736,14025000
0.15116938669728647,0.050311826090924563,6.088708293526719e-06,6.804110885315543e-05,0.005069158272109402,1.3609931454621773e-07,0.2658061841796976,0.014806494614013288,0.000443755481207032,14035000
0.15016081109122276,0.049808707830015314,6.068932945738364e-06,6.804110886449654e-05,0.005018466689388306,1.2929434881899352e-07,0.26583266871924827,0.015074706554203066,0.000440841469367488,14045000
0.14915729005861061,0.04931062075171515,6.049082553673916e-06,6.804110887535792e-05,0.004968282022494422,1.2282963137813052e-07,0.2658590870474501,0.01534524713811003,0.0004379415125021724,14055000
0.1481588233655416,0.048817514544197985,6.029159212558592e-06,6.804110888575807e-05,0.004918599202269476,1.1668814980931068e-07,0.26588543932983144,0.015618137290448364,0.0004350556190379722,14065000
0.1471654102773281,0.048329339398756,6.009164997049471e-06,6.804110889571498e-05,0.004869413210246781,1.1085374231893184e-07,0.2659117257315068,0.015893397963096745,0.00043218379585112767,14075000
0.14617704956854227,0.04784604600476844,5.989101961298994e-06,6.804110890524595e-05,0.004820719078144313,1.0531105520307194e-07,0.26593794641717794,0.016171050173464985,0.0004293260482971105,14085000
0.1451937395329045,0.047367585544720744,5.968972139020674e-06,6.804110891436783e-05,0.004772511887362869,1.0004550244300505e-07,0.2659641015511349,0.016451115035764574,0.00042648238024006367,14095000
0.1442154779930226,0.046893909689273525,5.948777543556881e-06,6.804110892309683e-05,0.004724786768489239,9.504322732094149e-08,0.265990191297257,0.016733613786548474,0.00042365279408180796,14105000
0.14324226230998505,0.04642497059238078,5.928520167948685e-06,6.804110893144863e-05,0.004677538900804346,9.02910659549811e-08,0.2660162158190138,0.017018567805631046,0.0004208372907904207,14115000
0.14227408939280894,0.04596072088645696,5.908201985007677e-06,6.804110893943838e-05,0.004630763511796301,8.577651265731873e-08,0.26604217527946616,0.017305998633290076,0.0004180358699283934,14125000
0.14131095570774538,0.04550111367759238,5.887824947389719e-06,6.804110894708071e-05,0.004584455876678337,8.14876870245395e-08,0.2660680698412674,0.017595927984486726,0.00041524852968037227,14135000
0.1403528572874438,0.04504610254081645,5.8673909876705515e-06,6.804110895438972e-05,0.004538611317911553,7.741330267339923e-08,0.2660938996666642,0.017888377760694074,0.00041247526688048845,14145000
0.13939978973997746,0.04459564151540828,5.8469020184232e-06,6.8041108961379e-05,0.004493225204732436,7.354263753981597e-08,0.2661196649174975,0.018183370059816184,0.0004097160770392827,14155000
0.1384517482577317,0.04414968510025419,5.826359932297153e-06,6.804110896806167e-05,0.004448292952685111,6.986550566291186e-08,0.26614536575520364,0.018480927184583495,0.00040697095437022975,14165000
